Delivery Start,EFA,Cleared Volume,Brent Oil,EU Gas,Ofgem Weekly Electricity Price,Ofgem Monthly Electricity Price,Ofgem Monthly Gas Price,gen_EFA,demand_EFA,gap,day_of_week,weekday_or_holiday,day_sin,day_cos,month_sin,month_cos,EFA_sin,EFA_cos,DW_sin,DW_cos,price
2022-07-04 07:00:00,3,876,121.8,320.1,318.67,261.93,247.71,29810.125,29778.375,31.75,0,1,0.7247927872291199,0.6889669190756866,-0.4999999999999998,-0.8660254037844388,1.2246467991473532e-16,-1.0,0.0,1.0,84.95
2022-07-04 11:00:00,4,942,121.8,320.1,318.67,261.93,247.71,29102.875,29119.166666666668,-16.29166666666788,0,1,0.7247927872291199,0.6889669190756866,-0.4999999999999998,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,0.0,1.0,68.13
2022-07-04 15:00:00,5,897,121.8,320.1,318.67,261.93,247.71,30693.125,30680.479166666668,12.64583333333212,0,1,0.7247927872291199,0.6889669190756866,-0.4999999999999998,-0.8660254037844388,-0.8660254037844386,0.5,0.0,1.0,94.95
2022-07-04 19:00:00,6,766,121.8,320.1,318.67,261.93,247.71,29012.75,29117.4375,-104.6875,0,1,0.7247927872291199,0.6889669190756866,-0.4999999999999998,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.0,1.0,59.95
2022-07-04 23:00:00,1,914,110.49,300.1,318.67,261.93,247.71,25067.75,25067.39583333333,0.3541666666678793,1,1,0.7247927872291199,0.6889669190756866,-0.4999999999999998,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336,51.96
2022-07-05 03:00:00,2,930,110.49,300.1,318.67,261.93,247.71,25794.75,25758.0625,36.6875,1,1,0.8486442574947509,0.5289640103269625,-0.4999999999999998,-0.8660254037844388,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336,36.0
2022-07-05 07:00:00,3,883,110.49,300.1,318.67,261.93,247.71,30012.5,30008.6875,3.8125,1,1,0.8486442574947509,0.5289640103269625,-0.4999999999999998,-0.8660254037844388,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,11.95
2022-07-05 11:00:00,4,875,110.49,300.1,318.67,261.93,247.71,29200.625,29199.6875,0.9375,1,1,0.8486442574947509,0.5289640103269625,-0.4999999999999998,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336,13.89
2022-07-05 15:00:00,5,870,110.49,300.1,318.67,261.93,247.71,30575.75,30551.45833333333,24.29166666666788,1,1,0.8486442574947509,0.5289640103269625,-0.4999999999999998,-0.8660254037844388,-0.8660254037844386,0.5,0.7818314824680297,0.6234898018587336,15.78
2022-07-05 19:00:00,6,739,110.49,300.1,318.67,261.93,247.71,29043.75,29127.375,-83.625,1,1,0.8486442574947509,0.5289640103269625,-0.4999999999999998,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.7818314824680297,0.6234898018587336,39.95
2022-07-05 23:00:00,1,869,108.54,295.5,318.67,261.93,247.71,25055.625,25080.20833333333,-24.58333333333212,2,1,0.8486442574947509,0.5289640103269625,-0.4999999999999998,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,64.95
2022-07-06 03:00:00,2,959,108.54,295.5,318.67,261.93,247.71,26248.875,26174.791666666668,74.08333333333212,2,1,0.9377521321470804,0.3473052528448203,-0.4999999999999998,-0.8660254037844388,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,58.1
2022-07-06 07:00:00,3,935,108.54,295.5,318.67,261.93,247.71,29744.625,29735.104166666668,9.52083333333212,2,1,0.9377521321470804,0.3473052528448203,-0.4999999999999998,-0.8660254037844388,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,86.9
2022-07-06 11:00:00,4,949,108.54,295.5,318.67,261.93,247.71,29232.375,29246.041666666668,-13.66666666666788,2,1,0.9377521321470804,0.3473052528448203,-0.4999999999999998,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,71.96
