date,EFA,Cleared Volume,gap,day_of_week,weekday_or_holiday,day_sin,day_cos,Average Temperature,price
2021-11-05 15:00:00,5,167,114.97916666666424,4,1,0.8486442574947509,0.5289640103269625,9.0,2.95
2021-11-05 19:00:00,6,418,-3352.458333333336,4,1,0.8486442574947509,0.5289640103269625,9.0,13.2
2021-11-05 23:00:00,1,352,-976.5625,5,0,0.8486442574947509,0.5289640103269625,9.375,16.99
2021-11-06 03:00:00,2,352,787.2916666666679,5,0,0.9377521321470804,0.3473052528448203,9.5,16.99
2021-11-06 07:00:00,3,472,1088.479166666668,5,0,0.9377521321470804,0.3473052528448203,9.5,16.99
2021-11-06 11:00:00,4,424,155.85416666666788,5,0,0.9377521321470804,0.3473052528448203,10.25,47.99
2021-11-06 15:00:00,5,505,358.4791666666679,5,0,0.9377521321470804,0.3473052528448203,10.25,47.99
2021-11-06 19:00:00,6,554,-1844.333333333332,5,0,0.9377521321470804,0.3473052528448203,9.5,39.99
2021-11-06 23:00:00,1,354,-255.7083333333321,6,0,0.9377521321470804,0.3473052528448203,8.0,16.99
2021-11-07 03:00:00,2,354,296.8125,6,0,0.9884683243281114,0.1514277775045767,7.625,16.99
2021-11-07 07:00:00,3,475,518.5625,6,0,0.9884683243281114,0.1514277775045767,8.0,16.99
2021-11-07 11:00:00,4,426,1389.354166666668,6,0,0.9884683243281114,0.1514277775045767,8.0,47.99
2021-11-07 15:00:00,5,481,839.7291666666642,6,0,0.9884683243281114,0.1514277775045767,7.625,47.99
2021-11-07 19:00:00,6,530,-2697.333333333332,6,0,0.9884683243281114,0.1514277775045767,6.5,11.13
2021-11-07 23:00:00,1,369,-267.3333333333321,0,1,0.9884683243281114,0.1514277775045767,6.5,16.99
2021-11-08 03:00:00,2,369,2868.145833333332,0,1,0.9987165071710528,-0.0506491688387126,7.0,16.99
2021-11-08 07:00:00,3,230,744.8333333333358,0,1,0.9987165071710528,-0.0506491688387126,8.5,16.11
2021-11-08 11:00:00,4,20,240.02083333333576,0,1,0.9987165071710528,-0.0506491688387126,10.0,1.01
2021-11-08 15:00:00,5,20,517.6458333333358,0,1,0.9987165071710528,-0.0506491688387126,10.75,0.01
2021-11-08 19:00:00,6,350,-4123.145833333336,0,1,0.9987165071710528,-0.0506491688387126,11.5,11.09
2021-11-08 23:00:00,1,360,-369.3125,1,1,0.9987165071710528,-0.0506491688387126,10.75,16.99
2021-11-09 03:00:00,2,360,2959.645833333332,1,1,0.9680771188662044,-0.2506525322587204,10.75,16.99
2021-11-09 07:00:00,3,323,77.625,1,1,0.9680771188662044,-0.2506525322587204,11.5,3.5
2021-11-09 11:00:00,4,318,377.5,1,1,0.9680771188662044,-0.2506525322587204,12.25,4.9
2021-11-09 15:00:00,5,161,785.7291666666642,1,1,0.9680771188662044,-0.2506525322587204,12.0,5.4
2021-11-09 19:00:00,6,413,-3083.479166666664,1,1,0.9680771188662044,-0.2506525322587204,10.5,3.2
2021-11-09 23:00:00,1,360,-782.5208333333321,2,1,0.9680771188662044,-0.2506525322587204,9.375,16.99
2021-11-10 03:00:00,2,360,2768.604166666668,2,1,0.8978045395707416,-0.4403941515576344,8.875,16.99
2021-11-10 07:00:00,3,41,310.39583333333576,2,1,0.8978045395707416,-0.4403941515576344,8.5,4.2
2021-11-10 11:00:00,4,17,178.6875,2,1,0.8978045395707416,-0.4403941515576344,8.875,4.0
2021-11-10 15:00:00,5,123,524.3333333333358,2,1,0.8978045395707416,-0.4403941515576344,8.875,3.48
2021-11-10 19:00:00,6,428,-3204.125,2,1,0.8978045395707416,-0.4403941515576344,8.5,39.99
2021-11-10 23:00:00,1,346,-570.6875,3,1,0.8978045395707416,-0.4403941515576344,8.125,16.99
2021-11-11 03:00:00,2,346,2370.875,3,1,0.7907757369376989,-0.6121059825476625,8.375,16.99
2021-11-11 07:00:00,3,37,312.29166666666424,3,1,0.7907757369376989,-0.6121059825476625,9.5,3.0
2021-11-11 11:00:00,4,29,307.875,3,1,0.7907757369376989,-0.6121059825476625,10.25,0.81
2021-11-11 15:00:00,5,139,593.0416666666642,3,1,0.7907757369376989,-0.6121059825476625,10.5,1.0
2021-11-11 19:00:00,6,556,-3658.458333333336,3,1,0.7907757369376989,-0.6121059825476625,10.5,39.99
2021-11-11 23:00:00,1,372,-377.3541666666679,4,1,0.7907757369376989,-0.6121059825476625,9.75,16.99
2021-11-12 03:00:00,2,372,2494.229166666668,4,1,0.6513724827222223,-0.758758122692791,9.625,16.99
2021-11-12 07:00:00,3,411,470.70833333333576,4,1,0.6513724827222223,-0.758758122692791,10.0,16.99
2021-11-12 11:00:00,4,404,-275.5,4,1,0.6513724827222223,-0.758758122692791,10.375,5.44
2021-11-12 15:00:00,5,403,402.6041666666642,4,1,0.6513724827222223,-0.758758122692791,10.25,13.4
2021-11-12 19:00:00,6,556,-2749.145833333332,4,1,0.6513724827222223,-0.758758122692791,9.5,39.99
2021-11-12 23:00:00,1,372,-574.4583333333321,5,0,0.6513724827222223,-0.758758122692791,9.5,16.99
2021-11-13 03:00:00,2,372,897.5416666666679,5,0,0.485301962531081,-0.8743466161445821,9.5,16.99
2021-11-13 07:00:00,3,475,1549.875,5,0,0.485301962531081,-0.8743466161445821,9.5,16.99
2021-11-13 11:00:00,4,401,234.20833333333576,5,0,0.485301962531081,-0.8743466161445821,9.5,5.0
2021-11-13 15:00:00,5,406,380.8541666666642,5,0,0.485301962531081,-0.8743466161445821,9.0,43.35
2021-11-13 19:00:00,6,466,-2566.416666666668,5,0,0.485301962531081,-0.8743466161445821,7.5,4.2
2021-11-13 23:00:00,1,372,-638.2916666666679,6,0,0.485301962531081,-0.8743466161445821,6.75,16.99
2021-11-14 03:00:00,2,372,506.7708333333321,6,0,0.299363122973358,-0.9541392564000488,6.875,16.99
2021-11-14 07:00:00,3,468,1691.895833333332,6,0,0.299363122973358,-0.9541392564000488,8.0,16.99
2021-11-14 11:00:00,4,280,908.4375,6,0,0.299363122973358,-0.9541392564000488,8.375,4.01
2021-11-14 15:00:00,5,210,327.54166666666424,6,0,0.299363122973358,-0.9541392564000488,8.125,6.41
2021-11-14 19:00:00,6,270,-2523.4375,6,0,0.299363122973358,-0.9541392564000488,7.0,3.0
2021-11-14 23:00:00,1,253,-636.8541666666679,0,1,0.299363122973358,-0.9541392564000488,6.625,16.99
2021-11-15 03:00:00,2,253,2507.708333333332,0,1,0.1011683219874327,-0.994869323391895,7.125,16.99
2021-11-15 07:00:00,3,170,928.9583333333358,0,1,0.1011683219874327,-0.994869323391895,9.0,4.84
2021-11-15 11:00:00,4,20,158.875,0,1,0.1011683219874327,-0.994869323391895,9.75,0.99
2021-11-15 15:00:00,5,10,329.47916666666424,0,1,0.1011683219874327,-0.994869323391895,9.75,1.0
2021-11-15 19:00:00,6,154,-3328.604166666664,0,1,0.1011683219874327,-0.994869323391895,9.0,39.91
2021-11-15 23:00:00,1,219,-374.125,1,1,0.1011683219874327,-0.994869323391895,8.25,4.2
2021-11-16 03:00:00,2,235,2915.083333333332,1,1,-0.101168321987432,-0.9948693233918952,8.125,4.2
2021-11-16 07:00:00,3,147,215.52083333333576,1,1,-0.101168321987432,-0.9948693233918952,8.5,1.0
2021-11-16 11:00:00,4,0,501.75,1,1,-0.101168321987432,-0.9948693233918952,8.875,0.0
2021-11-16 15:00:00,5,73,224.60416666666424,1,1,-0.101168321987432,-0.9948693233918952,8.875,3.0
2021-11-16 19:00:00,6,305,-3860.333333333336,1,1,-0.101168321987432,-0.9948693233918952,8.5,3.0
2021-11-16 23:00:00,1,370,-499.1041666666679,2,1,-0.101168321987432,-0.9948693233918952,7.375,16.99
2021-11-17 03:00:00,2,370,2906.291666666668,2,1,-0.2993631229733582,-0.9541392564000488,7.125,16.99
2021-11-17 07:00:00,3,278,26.04166666666424,2,1,-0.2993631229733582,-0.9541392564000488,7.5,1.19
2021-11-17 11:00:00,4,286,683.4166666666642,2,1,-0.2993631229733582,-0.9541392564000488,8.625,3.0
2021-11-17 15:00:00,5,313,440.8541666666642,2,1,-0.2993631229733582,-0.9541392564000488,8.875,3.09
2021-11-17 19:00:00,6,535,-3725.333333333336,2,1,-0.2993631229733582,-0.9541392564000488,8.5,39.99
2021-11-17 23:00:00,1,363,-342.9375,3,1,-0.2993631229733582,-0.9541392564000488,8.875,16.99
2021-11-18 03:00:00,2,363,2420.583333333332,3,1,-0.4853019625310809,-0.8743466161445822,9.5,16.99
2021-11-18 07:00:00,3,291,508.95833333333576,3,1,-0.4853019625310809,-0.8743466161445822,11.0,3.14
2021-11-18 11:00:00,4,294,231.47916666666424,3,1,-0.4853019625310809,-0.8743466161445822,11.375,3.0
2021-11-18 15:00:00,5,345,660.5208333333358,3,1,-0.4853019625310809,-0.8743466161445822,11.375,31.47
2021-11-18 19:00:00,6,539,-3505.979166666664,3,1,-0.4853019625310809,-0.8743466161445822,11.0,39.99
2021-11-18 23:00:00,1,355,-418.7083333333321,4,1,-0.4853019625310809,-0.8743466161445822,10.625,16.99
2021-11-19 03:00:00,2,355,2524.270833333332,4,1,-0.651372482722222,-0.7587581226927911,10.5,16.99
2021-11-19 07:00:00,3,245,600.8333333333358,4,1,-0.651372482722222,-0.7587581226927911,10.5,2.55
2021-11-19 11:00:00,4,256,355.875,4,1,-0.651372482722222,-0.7587581226927911,10.5,2.01
2021-11-19 15:00:00,5,313,156.27083333333576,4,1,-0.651372482722222,-0.7587581226927911,10.25,3.7
2021-11-19 19:00:00,6,370,-2949.770833333336,4,1,-0.651372482722222,-0.7587581226927911,9.5,3.0
2021-11-19 23:00:00,1,356,-740.75,5,0,-0.651372482722222,-0.7587581226927911,8.75,16.99
2021-11-20 03:00:00,2,360,931.9375,5,0,-0.7907757369376986,-0.6121059825476628,8.625,16.99
2021-11-20 07:00:00,3,385,1278.229166666668,5,0,-0.7907757369376986,-0.6121059825476628,9.0,16.99
2021-11-20 11:00:00,4,256,439.7083333333321,5,0,-0.7907757369376986,-0.6121059825476628,9.375,2.0
2021-11-20 15:00:00,5,324,352.125,5,0,-0.7907757369376986,-0.6121059825476628,8.75,3.24
2021-11-20 19:00:00,6,505,-2475.041666666668,5,0,-0.7907757369376986,-0.6121059825476628,6.5,39.99
2021-11-20 23:00:00,1,322,-622.5416666666679,6,0,-0.7907757369376986,-0.6121059825476628,3.875,16.99
2021-11-21 03:00:00,2,322,629.4791666666679,6,0,-0.8978045395707417,-0.4403941515576342,3.25,16.99
2021-11-21 07:00:00,3,385,1014.229166666668,6,0,-0.8978045395707417,-0.4403941515576342,4.0,16.99
2021-11-21 11:00:00,4,385,1071.354166666668,6,0,-0.8978045395707417,-0.4403941515576342,3.625,47.99
2021-11-21 15:00:00,5,280,729.5833333333358,6,0,-0.8978045395707417,-0.4403941515576342,3.25,1.22
2021-11-21 19:00:00,6,290,-2835.75,6,0,-0.8978045395707417,-0.4403941515576342,2.5,1.07
2021-11-21 23:00:00,1,271,-408.875,0,1,-0.8978045395707417,-0.4403941515576342,2.125,16.99
2021-11-22 03:00:00,2,271,3431.916666666668,0,1,-0.968077118866204,-0.2506525322587213,2.5,16.99
2021-11-22 07:00:00,3,240,302.10416666666424,0,1,-0.968077118866204,-0.2506525322587213,4.0,2.9
2021-11-22 11:00:00,4,30,532.9375,0,1,-0.968077118866204,-0.2506525322587213,4.375,0.96
2021-11-22 15:00:00,5,20,308.77083333333576,0,1,-0.968077118866204,-0.2506525322587213,4.375,3.0
2021-11-22 19:00:00,6,220,-3022.791666666664,0,1,-0.968077118866204,-0.2506525322587213,4.0,10.58
2021-11-22 23:00:00,1,261,-487.6458333333321,1,1,-0.968077118866204,-0.2506525322587213,4.375,3.0
2021-11-23 03:00:00,2,269,2452.1875,1,1,-0.9987165071710528,-0.0506491688387135,4.625,16.95
2021-11-23 07:00:00,3,22,-12610.541666666664,1,1,-0.9987165071710528,-0.0506491688387135,5.0,2.94
2021-11-23 11:00:00,4,10,586.4375,1,1,-0.9987165071710528,-0.0506491688387135,5.75,0.99
2021-11-23 15:00:00,5,49,450.5625,1,1,-0.9987165071710528,-0.0506491688387135,6.125,47.95
2021-11-23 19:00:00,6,259,-2744.541666666664,1,1,-0.9987165071710528,-0.0506491688387135,6.5,39.98
2021-11-23 23:00:00,1,271,-559.6666666666679,2,1,-0.9987165071710528,-0.0506491688387135,6.5,16.99
2021-11-24 03:00:00,2,271,2068.479166666668,2,1,-0.9884683243281114,0.1514277775045766,6.375,16.99
2021-11-24 07:00:00,3,15,865.375,2,1,-0.9884683243281114,0.1514277775045766,6.0,2.02
2021-11-24 11:00:00,4,0,-70.60416666666424,2,1,-0.9884683243281114,0.1514277775045766,6.0,0.0
2021-11-24 15:00:00,5,99,30.5,2,1,-0.9884683243281114,0.1514277775045766,5.375,47.95
2021-11-24 19:00:00,6,354,-2881.416666666664,2,1,-0.9884683243281114,0.1514277775045766,3.5,39.99
2021-11-24 23:00:00,1,271,-503.4375,3,1,-0.9884683243281114,0.1514277775045766,1.625,16.99
2021-11-25 03:00:00,2,269,2633.770833333332,3,1,-0.9377521321470804,0.3473052528448203,1.125,16.99
2021-11-25 07:00:00,3,215,83.0,3,1,-0.9377521321470804,0.3473052528448203,1.5,1.26
2021-11-25 11:00:00,4,12,859.7916666666642,3,1,-0.9377521321470804,0.3473052528448203,2.25,0.95
2021-11-25 15:00:00,5,100,543.9375,3,1,-0.9377521321470804,0.3473052528448203,2.375,11.09
2021-11-25 19:00:00,6,362,-3955.604166666664,3,1,-0.9377521321470804,0.3473052528448203,2.0,11.0
2021-11-25 23:00:00,1,354,-519.5833333333321,4,1,-0.9377521321470804,0.3473052528448203,4.25,16.99
2021-11-26 03:00:00,2,354,2285.333333333332,4,1,-0.848644257494751,0.5289640103269624,5.125,16.99
2021-11-26 07:00:00,3,276,665.1875,4,1,-0.848644257494751,0.5289640103269624,5.5,2.49
2021-11-26 11:00:00,4,283,366.0416666666642,4,1,-0.848644257494751,0.5289640103269624,4.0,2.41
2021-11-26 15:00:00,5,362,-132.58333333333576,4,1,-0.848644257494751,0.5289640103269624,3.125,37.75
2021-11-26 19:00:00,6,432,-3134.020833333336,4,1,-0.848644257494751,0.5289640103269624,2.0,3.0
2021-11-26 23:00:00,1,355,-479.8541666666679,5,0,-0.848644257494751,0.5289640103269624,1.25,16.99
2021-11-27 03:00:00,2,356,1154.4375,5,0,-0.72479278722912,0.6889669190756864,1.125,16.99
2021-11-27 07:00:00,3,421,1481.7083333333358,5,0,-0.72479278722912,0.6889669190756864,1.5,16.99
2021-11-27 11:00:00,4,421,424.0416666666642,5,0,-0.72479278722912,0.6889669190756864,0.75,47.99
2021-11-27 15:00:00,5,433,401.2916666666642,5,0,-0.72479278722912,0.6889669190756864,0.125,47.99
2021-11-27 19:00:00,6,546,-2684.083333333336,5,0,-0.72479278722912,0.6889669190756864,-1.0,39.99
2021-11-27 23:00:00,1,358,-465.2708333333321,6,0,-0.72479278722912,0.6889669190756864,-2.125,16.99
2021-11-28 03:00:00,2,358,492.125,6,0,-0.5712682150947924,0.8207634412072763,-2.25,16.99
2021-11-28 07:00:00,3,420,1925.604166666668,6,0,-0.5712682150947924,0.8207634412072763,-1.5,16.99
2021-11-28 11:00:00,4,290,1133.375,6,0,-0.5712682150947924,0.8207634412072763,-2.25,2.09
2021-11-28 15:00:00,5,30,256.39583333333576,6,0,-0.5712682150947924,0.8207634412072763,-2.5,0.97
2021-11-28 19:00:00,6,190,-2381.270833333336,6,0,-0.5712682150947924,0.8207634412072763,-2.5,1.02
2021-11-28 23:00:00,1,250,-297.1458333333321,0,1,-0.5712682150947924,0.8207634412072763,-2.875,3.0
2021-11-29 03:00:00,2,260,2573.354166666668,0,1,-0.3943558551133187,0.9189578116202306,-2.25,3.0
2021-11-29 07:00:00,3,40,704.0416666666642,0,1,-0.3943558551133187,0.9189578116202306,0.0,1.0
2021-11-29 11:00:00,4,0,11.89583333333576,0,1,-0.3943558551133187,0.9189578116202306,1.5,0.0
2021-11-29 15:00:00,5,0,49.29166666666424,0,1,-0.3943558551133187,0.9189578116202306,2.75,0.0
2021-11-29 19:00:00,6,210,-3924.979166666664,0,1,-0.3943558551133187,0.9189578116202306,5.0,14.2
2021-11-29 23:00:00,1,354,-357.875,1,1,-0.3943558551133187,0.9189578116202306,7.25,16.99
2021-11-30 03:00:00,2,354,2692.479166666668,1,1,-0.2012985200886611,0.9795299412524944,8.25,16.99
2021-11-30 07:00:00,3,359,957.9791666666642,1,1,-0.2012985200886611,0.9795299412524944,9.0,16.99
2021-11-30 11:00:00,4,359,-200.5625,1,1,-0.2012985200886611,0.9795299412524944,8.625,47.99
2021-11-30 15:00:00,5,494,195.52083333333576,1,1,-0.2012985200886611,0.9795299412524944,8.375,47.99
2021-11-30 19:00:00,6,547,-4225.1875,1,1,-0.2012985200886611,0.9795299412524944,8.0,39.99
2021-11-30 23:00:00,1,704,-151.39583333333212,2,1,-0.2012985200886611,0.9795299412524944,6.875,16.99
2021-12-01 03:00:00,2,704,2892.9375,2,1,0.20129852008866,0.9795299412524944,6.25,16.99
2021-12-01 07:00:00,3,349,747.375,2,1,0.20129852008866,0.9795299412524944,5.5,1.13
2021-12-01 11:00:00,4,349,568.7291666666642,2,1,0.20129852008866,0.9795299412524944,4.375,1.08
2021-12-01 15:00:00,5,143,431.83333333333576,2,1,0.20129852008866,0.9795299412524944,3.125,1.07
2021-12-01 19:00:00,6,438,-3412.854166666664,2,1,0.20129852008866,0.9795299412524944,0.5,8.0
2021-12-01 23:00:00,1,615,-577.375,3,1,0.20129852008866,0.9795299412524944,0.125,16.99
2021-12-02 03:00:00,2,615,2917.583333333332,3,1,0.3943558551133185,0.9189578116202306,0.0,16.99
2021-12-02 07:00:00,3,251,517.3958333333358,3,1,0.3943558551133185,0.9189578116202306,0.0,1.86
2021-12-02 11:00:00,4,38,192.04166666666424,3,1,0.3943558551133185,0.9189578116202306,0.75,1.34
2021-12-02 15:00:00,5,114,572.6458333333358,3,1,0.3943558551133185,0.9189578116202306,1.0,47.0
2021-12-02 19:00:00,6,332,-3205.583333333336,3,1,0.3943558551133185,0.9189578116202306,1.0,39.7
2021-12-02 23:00:00,1,506,-529.125,4,1,0.3943558551133185,0.9189578116202306,1.375,2.8
2021-12-03 03:00:00,2,520,2621.5,4,1,0.5712682150947923,0.8207634412072763,2.25,3.0
2021-12-03 07:00:00,3,52,911.25,4,1,0.5712682150947923,0.8207634412072763,4.5,1.07
2021-12-03 11:00:00,4,19,-670.0416666666642,4,1,0.5712682150947923,0.8207634412072763,6.0,0.9
2021-12-03 15:00:00,5,59,-142.3125,4,1,0.5712682150947923,0.8207634412072763,6.25,20.0
2021-12-03 19:00:00,6,331,-3077.9375,4,1,0.5712682150947923,0.8207634412072763,5.5,39.99
2021-12-03 23:00:00,1,448,-798.3333333333321,5,0,0.5712682150947923,0.8207634412072763,4.0,1.83
2021-12-04 03:00:00,2,476,902.854166666668,5,0,0.7247927872291199,0.6889669190756866,3.375,1.47
2021-12-04 07:00:00,3,316,1069.708333333332,5,0,0.7247927872291199,0.6889669190756866,3.0,1.02
2021-12-04 11:00:00,4,322,505.6666666666642,5,0,0.7247927872291199,0.6889669190756866,2.25,1.01
2021-12-04 15:00:00,5,367,206.35416666666424,5,0,0.7247927872291199,0.6889669190756866,2.125,2.0
2021-12-04 19:00:00,6,608,-2358.0625,5,0,0.7247927872291199,0.6889669190756866,2.5,39.99
2021-12-04 23:00:00,1,610,-610.2083333333321,6,0,0.7247927872291199,0.6889669190756866,2.5,1.87
2021-12-05 03:00:00,2,670,646.8958333333321,6,0,0.8486442574947509,0.5289640103269625,2.75,1.86
2021-12-05 07:00:00,3,570,1959.458333333332,6,0,0.8486442574947509,0.5289640103269625,3.5,16.49
2021-12-05 11:00:00,4,420,1107.2291666666642,6,0,0.8486442574947509,0.5289640103269625,3.875,1.7
2021-12-05 15:00:00,5,190,279.75,6,0,0.8486442574947509,0.5289640103269625,3.625,1.67
2021-12-05 19:00:00,6,230,-3072.3125,6,0,0.8486442574947509,0.5289640103269625,2.5,1.05
2021-12-05 23:00:00,1,340,64.4375,0,1,0.8486442574947509,0.5289640103269625,1.75,1.12
2021-12-06 03:00:00,2,370,2463.520833333332,0,1,0.9377521321470804,0.3473052528448203,1.75,1.19
2021-12-06 07:00:00,3,300,1576.9583333333358,0,1,0.9377521321470804,0.3473052528448203,2.5,0.99
2021-12-06 11:00:00,4,150,-32.60416666666424,0,1,0.9377521321470804,0.3473052528448203,2.875,1.0
2021-12-06 15:00:00,5,150,-69.58333333333576,0,1,0.9377521321470804,0.3473052528448203,2.75,0.92
2021-12-06 19:00:00,6,370,-3300.75,0,1,0.9377521321470804,0.3473052528448203,2.0,1.22
2021-12-06 23:00:00,1,433,-921.541666666668,1,1,0.9377521321470804,0.3473052528448203,2.0,2.0
2021-12-07 03:00:00,2,300,2909.020833333332,1,1,0.9884683243281114,0.1514277775045767,1.875,1.27
2021-12-07 07:00:00,3,26,1372.125,1,1,0.9884683243281114,0.1514277775045767,1.5,0.6
2021-12-07 11:00:00,4,0,-145.54166666666424,1,1,0.9884683243281114,0.1514277775045767,2.625,0.0
2021-12-07 15:00:00,5,110,-430.2291666666642,1,1,0.9884683243281114,0.1514277775045767,3.25,1.0
2021-12-07 19:00:00,6,626,-3709.645833333336,1,1,0.9884683243281114,0.1514277775045767,4.0,39.99
2021-12-07 23:00:00,1,721,-734.6458333333321,2,1,0.9884683243281114,0.1514277775045767,3.625,16.99
2021-12-08 03:00:00,2,721,3003.8125,2,1,0.9987165071710528,-0.0506491688387126,3.5,16.99
2021-12-08 07:00:00,3,279,1445.4583333333358,2,1,0.9987165071710528,-0.0506491688387126,3.5,2.01
2021-12-08 11:00:00,4,0,-194.29166666666424,2,1,0.9987165071710528,-0.0506491688387126,3.5,0.0
2021-12-08 15:00:00,5,114,347.9375,2,1,0.9987165071710528,-0.0506491688387126,3.625,1.2
2021-12-08 19:00:00,6,378,-3495.5,2,1,0.9987165071710528,-0.0506491688387126,4.0,1.15
2021-12-08 23:00:00,1,442,-586.7916666666679,3,1,0.9987165071710528,-0.0506491688387126,3.625,2.45
2021-12-09 03:00:00,2,453,3373.6875,3,1,0.9680771188662044,-0.2506525322587204,3.75,1.77
2021-12-09 07:00:00,3,32,317.22916666666424,3,1,0.9680771188662044,-0.2506525322587204,4.5,0.49
2021-12-09 11:00:00,4,0,207.125,3,1,0.9680771188662044,-0.2506525322587204,4.5,0.0
2021-12-09 15:00:00,5,114,131.58333333333576,3,1,0.9680771188662044,-0.2506525322587204,4.625,47.49
2021-12-09 19:00:00,6,410,-3903.3125,3,1,0.9680771188662044,-0.2506525322587204,5.0,39.99
2021-12-09 23:00:00,1,609,-699.8333333333321,4,1,0.9680771188662044,-0.2506525322587204,3.875,2.9
2021-12-10 03:00:00,2,622,3301.375,4,1,0.8978045395707416,-0.4403941515576344,3.375,16.98
2021-12-10 07:00:00,3,234,526.9166666666642,4,1,0.8978045395707416,-0.4403941515576344,3.0,1.25
2021-12-10 11:00:00,4,20,130.54166666666424,4,1,0.8978045395707416,-0.4403941515576344,3.375,0.8
2021-12-10 15:00:00,5,138,113.89583333333576,4,1,0.8978045395707416,-0.4403941515576344,3.375,47.0
2021-12-10 19:00:00,6,357,-3034.083333333336,4,1,0.8978045395707416,-0.4403941515576344,3.0,39.49
2021-12-10 23:00:00,1,280,-885.9583333333321,5,0,0.8978045395707416,-0.4403941515576344,3.0,0.8
2021-12-11 03:00:00,2,409,1107.354166666668,5,0,0.7907757369376989,-0.6121059825476625,3.25,1.9
2021-12-11 07:00:00,3,247,1684.5625,5,0,0.7907757369376989,-0.6121059825476625,4.0,2.2
2021-12-11 11:00:00,4,225,-14.3125,5,0,0.7907757369376989,-0.6121059825476625,5.875,2.24
2021-12-11 15:00:00,5,348,3.6875,5,0,0.7907757369376989,-0.6121059825476625,7.0,7.5
2021-12-11 19:00:00,6,395,-2768.354166666664,5,0,0.7907757369376989,-0.6121059825476625,8.5,1.9
2021-12-11 23:00:00,1,435,-712.75,6,0,0.7907757369376989,-0.6121059825476625,8.875,1.0
2021-12-12 03:00:00,2,466,413.2916666666679,6,0,0.6513724827222223,-0.758758122692791,9.0,1.06
2021-12-12 07:00:00,3,311,1886.916666666668,6,0,0.6513724827222223,-0.758758122692791,9.0,0.99
2021-12-12 11:00:00,4,202,601.2291666666642,6,0,0.6513724827222223,-0.758758122692791,10.875,0.9
2021-12-12 15:00:00,5,186,45.54166666666424,6,0,0.6513724827222223,-0.758758122692791,11.125,2.54
2021-12-12 19:00:00,6,645,-2547.645833333332,6,0,0.6513724827222223,-0.758758122692791,10.0,39.99
