date,EFA,Cleared Volume,gap,day_of_week,weekday_or_holiday,day_sin,day_cos,price
2022-07-09 23:00:00,1,893,-51.77083333333212,6,0,0.9680771188662043,-0.2506525322587204,24.95
2022-07-10 03:00:00,2,987,13.625,6,0,0.8978045395707416,-0.4403941515576344,29.95
2022-07-10 07:00:00,3,995,-40.02083333333212,6,0,0.8978045395707416,-0.4403941515576344,46.35
2022-07-10 11:00:00,4,1002,20.5,6,0,0.8978045395707416,-0.4403941515576344,49.95
2022-07-10 15:00:00,5,937,136.33333333333212,6,0,0.8978045395707416,-0.4403941515576344,76.0
2022-07-10 19:00:00,6,769,-29.20833333333212,6,0,0.8978045395707416,-0.4403941515576344,23.29
2022-07-10 23:00:00,1,872,-28.89583333333212,0,1,0.8978045395707416,-0.4403941515576344,3.95
2022-07-11 03:00:00,2,900,58.0,0,1,0.7907757369376989,-0.6121059825476625,3.5
2022-07-11 07:00:00,3,869,-21.54166666666788,0,1,0.7907757369376989,-0.6121059825476625,20.11
2022-07-11 11:00:00,4,882,54.16666666666788,0,1,0.7907757369376989,-0.6121059825476625,21.66
2022-07-11 15:00:00,5,880,18.72916666666788,0,1,0.7907757369376989,-0.6121059825476625,19.64
2022-07-11 19:00:00,6,732,-54.1875,0,1,0.7907757369376989,-0.6121059825476625,8.9
2022-07-11 23:00:00,1,927,-6.125,1,1,0.7907757369376989,-0.6121059825476625,19.95
2022-07-12 03:00:00,2,978,42.41666666666788,1,1,0.6513724827222223,-0.758758122692791,31.96
2022-07-12 07:00:00,3,877,15.0,1,1,0.6513724827222223,-0.758758122692791,10.6
2022-07-12 11:00:00,4,851,14.5625,1,1,0.6513724827222223,-0.758758122692791,6.9
2022-07-12 15:00:00,5,852,18.97916666666424,1,1,0.6513724827222223,-0.758758122692791,11.92
2022-07-12 19:00:00,6,749,-130.66666666666788,1,1,0.6513724827222223,-0.758758122692791,10.9
2022-07-12 23:00:00,1,969,9.0,2,1,0.6513724827222223,-0.758758122692791,35.0
2022-07-13 03:00:00,2,970,70.27083333333212,2,1,0.48530196253108104,-0.8743466161445821,29.9
2022-07-13 07:00:00,3,972,3.8333333333321207,2,1,0.48530196253108104,-0.8743466161445821,59.0
2022-07-13 11:00:00,4,934,-7.395833333332121,2,1,0.48530196253108104,-0.8743466161445821,50.0
2022-07-13 15:00:00,5,919,61.35416666666788,2,1,0.48530196253108104,-0.8743466161445821,60.0
2022-07-13 19:00:00,6,716,-89.125,2,1,0.48530196253108104,-0.8743466161445821,45.0
2022-07-13 23:00:00,1,847,-11.58333333333212,3,1,0.48530196253108104,-0.8743466161445821,18.8
2022-07-14 03:00:00,2,955,54.5625,3,1,0.299363122973358,-0.9541392564000488,47.0
2022-07-14 07:00:00,3,850,-8414.8125,3,1,0.299363122973358,-0.9541392564000488,14.9
2022-07-14 11:00:00,4,670,-92.47916666666788,3,1,0.299363122973358,-0.9541392564000488,6.9
2022-07-14 15:00:00,5,860,22.08333333333212,3,1,0.299363122973358,-0.9541392564000488,17.37
2022-07-14 19:00:00,6,735,-51.625,3,1,0.299363122973358,-0.9541392564000488,14.9
2022-07-14 23:00:00,1,828,-8.77083333333212,4,1,0.299363122973358,-0.9541392564000488,37.0
2022-07-15 03:00:00,2,906,92.0,4,1,0.10116832198743272,-0.994869323391895,9.9
2022-07-15 07:00:00,3,850,-19.6875,4,1,0.10116832198743272,-0.994869323391895,14.9
2022-07-15 11:00:00,4,922,-8.10416666666788,4,1,0.10116832198743272,-0.994869323391895,56.5
2022-07-15 15:00:00,5,874,24.72916666666788,4,1,0.10116832198743272,-0.994869323391895,39.8
2022-07-15 19:00:00,6,757,-45.9375,4,1,0.10116832198743272,-0.994869323391895,14.9
2022-07-15 23:00:00,1,860,-26.85416666666788,5,0,0.10116832198743272,-0.994869323391895,3.8
2022-07-16 03:00:00,2,925,4.333333333332121,5,0,-0.10116832198743203,-0.9948693233918952,3.5
2022-07-16 07:00:00,3,984,-17.35416666666788,5,0,-0.10116832198743203,-0.9948693233918952,18.6
2022-07-16 11:00:00,4,1022,14.89583333333212,5,0,-0.10116832198743203,-0.9948693233918952,44.95
2022-07-16 15:00:00,5,940,51.85416666666788,5,0,-0.10116832198743203,-0.9948693233918952,21.5
2022-07-16 19:00:00,6,779,-29.54166666666788,5,0,-0.10116832198743203,-0.9948693233918952,3.5
2022-07-16 23:00:00,1,901,-35.20833333333212,6,0,-0.10116832198743203,-0.9948693233918952,11.95
2022-07-17 03:00:00,2,950,-14.45833333333212,6,0,-0.2993631229733582,-0.9541392564000488,3.5
2022-07-17 07:00:00,3,976,2.375,6,0,-0.2993631229733582,-0.9541392564000488,16.95
2022-07-17 11:00:00,4,1014,6.208333333332121,6,0,-0.2993631229733582,-0.9541392564000488,29.95
2022-07-17 15:00:00,5,945,79.08333333333212,6,0,-0.2993631229733582,-0.9541392564000488,30.96
2022-07-17 19:00:00,6,770,-24.58333333333212,6,0,-0.2993631229733582,-0.9541392564000488,6.96
2022-07-17 23:00:00,1,896,1.604166666667879,0,1,-0.2993631229733582,-0.9541392564000488,9.96
2022-07-18 03:00:00,2,902,53.72916666666788,0,1,-0.4853019625310809,-0.8743466161445822,16.26
2022-07-18 07:00:00,3,848,7.4375,0,1,-0.4853019625310809,-0.8743466161445822,17.9
2022-07-18 11:00:00,4,859,-9.91666666666788,0,1,-0.4853019625310809,-0.8743466161445822,14.4
2022-07-18 15:00:00,5,837,28.875,0,1,-0.4853019625310809,-0.8743466161445822,41.62
2022-07-18 19:00:00,6,718,-58.625,0,1,-0.4853019625310809,-0.8743466161445822,19.95
2022-07-18 23:00:00,1,827,2.625,1,1,-0.4853019625310809,-0.8743466161445822,6.96
2022-07-19 03:00:00,2,958,53.04166666666788,1,1,-0.651372482722222,-0.7587581226927911,24.95
2022-07-19 07:00:00,3,847,5.541666666667879,1,1,-0.651372482722222,-0.7587581226927911,6.96
2022-07-19 11:00:00,4,973,-13.125,1,1,-0.651372482722222,-0.7587581226927911,49.99
2022-07-19 15:00:00,5,887,51.14583333333576,1,1,-0.651372482722222,-0.7587581226927911,41.62
2022-07-19 19:00:00,6,724,-105.4375,1,1,-0.651372482722222,-0.7587581226927911,10.03
2022-07-19 23:00:00,1,756,-11.0625,2,1,-0.651372482722222,-0.7587581226927911,2.67
2022-07-20 03:00:00,2,972,83.0,2,1,-0.7907757369376986,-0.6121059825476628,6.96
2022-07-20 07:00:00,3,838,-12.16666666666788,2,1,-0.7907757369376986,-0.6121059825476628,9.49
2022-07-20 11:00:00,4,855,3.3958333333321207,2,1,-0.7907757369376986,-0.6121059825476628,4.96
2022-07-20 15:00:00,5,856,1.791666666667879,2,1,-0.7907757369376986,-0.6121059825476628,18.39
2022-07-20 19:00:00,6,543,-64.9375,2,1,-0.7907757369376986,-0.6121059825476628,1.91
2022-07-20 23:00:00,1,880,5.1875,3,1,-0.7907757369376986,-0.6121059825476628,6.96
2022-07-21 03:00:00,2,890,43.14583333333212,3,1,-0.8978045395707417,-0.4403941515576342,29.95
2022-07-21 07:00:00,3,827,3.8333333333321207,3,1,-0.8978045395707417,-0.4403941515576342,16.96
2022-07-21 11:00:00,4,842,8.58333333333212,3,1,-0.8978045395707417,-0.4403941515576342,7.96
2022-07-21 15:00:00,5,842,16.9375,3,1,-0.8978045395707417,-0.4403941515576342,19.96
2022-07-21 19:00:00,6,533,-101.45833333333212,3,1,-0.8978045395707417,-0.4403941515576342,15.0
2022-07-21 23:00:00,1,718,-6.8125,4,1,-0.8978045395707417,-0.4403941515576342,2.49
2022-07-22 03:00:00,2,859,62.85416666666788,4,1,-0.9680771188662041,-0.2506525322587213,14.95
2022-07-22 07:00:00,3,771,43.54166666666788,4,1,-0.9680771188662041,-0.2506525322587213,9.95
2022-07-22 11:00:00,4,739,-38.22916666666788,4,1,-0.9680771188662041,-0.2506525322587213,5.06
2022-07-22 15:00:00,5,745,24.875,4,1,-0.9680771188662041,-0.2506525322587213,9.95
2022-07-22 19:00:00,6,662,-65.08333333333212,4,1,-0.9680771188662041,-0.2506525322587213,49.95
2022-07-22 23:00:00,1,870,-58.91666666666788,5,0,-0.9680771188662041,-0.2506525322587213,3.95
2022-07-23 03:00:00,2,995,8.47916666666788,5,0,-0.9987165071710528,-0.05064916883871355,29.95
2022-07-23 07:00:00,3,1022,23.16666666666788,5,0,-0.9987165071710528,-0.05064916883871355,79.76
2022-07-23 11:00:00,4,1031,2.3958333333321207,5,0,-0.9987165071710528,-0.05064916883871355,69.28
2022-07-23 15:00:00,5,959,34.4375,5,0,-0.9987165071710528,-0.05064916883871355,92.99
2022-07-23 19:00:00,6,942,-42.33333333333212,5,0,-0.9987165071710528,-0.05064916883871355,54.95
2022-07-23 23:00:00,1,975,-41.27083333333212,6,0,-0.9987165071710528,-0.05064916883871355,14.95
2022-07-24 03:00:00,2,1002,-9.33333333333212,6,0,-0.9884683243281114,0.15142777750457667,5.96
